Brand,Model,Year,Odometer Reading (km),Fuel Type,Transmission Type,Color,Number of Owners,Service History,Location,Previous Accidents,Engine Capacity (L),Car Type,Insurance Type,Price (INR)
Hyundai,Creta,2012,116184,Diesel,Automatic,White,2,False,Mumbai,True,1.1,Coupe,Comprehensive,832572.4
Nissan,Kicks,2011,169695,Diesel,Manual,Grey,1,True,Bangalore,True,3.1,Convertible,None,524545.75
Nissan,Terrano,2012,71115,Electric,Automatic,Blue,2,True,Ahmedabad,True,4.7,Wagon,Third-Party,609332.75
Audi,Q5,2023,98666,Diesel,Manual,Black,2,False,Kolkata,False,3.0,Hatchback,Third-Party,5885200.1
Audi,A6,2000,103361,Electric,Automatic,Blue,1,False,Bangalore,True,3.3,Sedan,Third-Party,4264495.85
Nissan,Magnite,2017,87175,Electric,Automatic,White,1,False,Ahmedabad,True,4.4,Convertible,Comprehensive,166923.75
BMW,X5,2003,19106,CNG,Manual,Grey,1,True,Bangalore,False,5.0,SUV,Third-Party,6997134.1
Tata,Harrier,2009,168131,CNG,Manual,Silver,1,False,Delhi,False,3.0,Hatchback,Comprehensive,954780.35
Hyundai,Elantra,2007,139044,Electric,Automatic,Red,2,True,Delhi,True,5.0,Wagon,None,399143.4
Nissan,Kicks,2009,162898,Diesel,Automatic,Blue,3,True,Ahmedabad,False,4.4,Hatchback,Comprehensive,395565.3
Maruti Suzuki,Vitara Brezza,2004,153322,Petrol,Automatic,Black,2,True,Chennai,False,4.6,Wagon,None,50000.0
Maruti Suzuki,Swift,2023,13654,Petrol,Automatic,Blue,2,False,Kolkata,False,2.5,Sedan,Comprehensive,497951.9
Hyundai,Elantra,2008,79415,Diesel,Automatic,Black,2,False,Kolkata,False,4.3,Hatchback,Comprehensive,438087.75
Mercedes,E-Class,2011,183915,Electric,Manual,Red,3,True,Kolkata,True,1.8,SUV,Third-Party,5742412.75
Nissan,Kicks,2017,47443,Electric,Automatic,Black,3,False,Ahmedabad,True,3.5,Coupe,Third-Party,742883.55
Nissan,Terrano,2020,28493,Petrol,Automatic,Black,3,False,Chennai,False,1.5,Wagon,Comprehensive,1045726.05
Nissan,Terrano,2006,163190,CNG,Automatic,Blue,1,False,Ahmedabad,True,4.4,Coupe,Comprehensive,305521.5
Maruti Suzuki,Dzire,2002,199802,CNG,Manual,Grey,3,False,Mumbai,False,3.2,Wagon,Third-Party,50000.0
Honda,City,2009,35698,Diesel,Manual,Red,1,True,Delhi,True,4.2,Sedan,Comprehensive,244645.3
Toyota,Fortuner,2018,72549,Electric,Manual,Silver,2,False,Ahmedabad,False,2.4,SUV,Third-Party,3139117.65
Tata,Altroz,2009,149229,Electric,Automatic,Blue,3,True,Kolkata,False,2.1,Coupe,Comprehensive,50000.0
Audi,A6,2024,181494,Diesel,Manual,Silver,3,True,Kolkata,False,4.4,Hatchback,None,5442775.9
Honda,Jazz,2000,44671,Petrol,Automatic,Silver,3,False,Bangalore,False,3.7,Sedan,None,50000.0
Maruti Suzuki,Dzire,2002,101210,Petrol,Manual,Red,1,False,Delhi,False,1.1,Convertible,None,50000.0
Mercedes,C-Class,2003,122932,Electric,Manual,White,3,False,Bangalore,True,1.5,SUV,Comprehensive,3881560.2
Tata,Harrier,2008,157559,Electric,Manual,Grey,1,True,Delhi,False,3.8,Coupe,None,926366.15
Toyota,Corolla,2004,105334,CNG,Manual,White,2,False,Mumbai,True,4.4,Coupe,Third-Party,134199.9
Maruti Suzuki,Swift,2007,68891,CNG,Manual,Black,3,False,Delhi,False,4.9,Convertible,Third-Party,50000.0
Tata,Nexon,2019,146140,CNG,Automatic,Silver,2,False,Kolkata,True,4.0,Sedan,Comprehensive,528079.0
Hyundai,Creta,2006,75660,Petrol,Automatic,Grey,2,False,Kolkata,False,1.6,Convertible,Comprehensive,538651.0
Ford,Fiesta,2009,133980,Electric,Automatic,Blue,1,False,Delhi,False,4.3,Coupe,Comprehensive,50000.0
Mercedes,C-Class,2023,57710,CNG,Manual,Grey,2,False,Chennai,True,4.1,Hatchback,Comprehensive,4841343.5
Nissan,Terrano,2007,140853,CNG,Automatic,Red,3,True,Kolkata,False,4.7,Convertible,None,398872.05
Hyundai,Verna,2005,147162,Diesel,Manual,Red,2,True,Hyderabad,True,2.0,Wagon,Third-Party,50000.0
Hyundai,Elantra,2018,113972,Petrol,Manual,Red,3,True,Delhi,True,4.5,Sedan,None,952904.2
BMW,3 Series,2013,80033,Petrol,Automatic,White,1,True,Hyderabad,True,1.3,Sedan,Third-Party,3387995.05
Hyundai,Creta,2014,175229,CNG,Automatic,Silver,2,True,Chennai,True,4.4,Sedan,Third-Party,893715.65
Mercedes,E-Class,2005,134587,Petrol,Manual,Blue,1,True,Bangalore,False,4.4,Coupe,None,5579811.95
Toyota,Corolla,2015,41968,Diesel,Manual,White,2,True,Pune,False,2.4,Sedan,Comprehensive,713704.8
Toyota,Corolla,2022,7082,CNG,Manual,White,1,False,Mumbai,True,2.7,Sedan,None,1078937.7
Mercedes,E-Class,2013,183189,Petrol,Automatic,Silver,1,False,Mumbai,False,5.0,SUV,None,5952521.65
Audi,A4,2017,110038,Petrol,Automatic,Grey,1,True,Mumbai,True,2.4,Sedan,Comprehensive,4133494.3
Nissan,Magnite,2012,138214,Petrol,Manual,Silver,1,True,Mumbai,False,2.4,Convertible,Third-Party,50000.0
Mercedes,C-Class,2006,72754,CNG,Automatic,Blue,1,True,Ahmedabad,True,4.6,Coupe,Third-Party,4039086.9
Ford,EcoSport,2020,97507,Petrol,Manual,White,3,False,Bangalore,False,4.9,SUV,Third-Party,585373.95
Tata,Harrier,2020,61171,CNG,Manual,Silver,3,True,Ahmedabad,True,3.2,SUV,Third-Party,1410824.35
Ford,EcoSport,2019,61083,CNG,Manual,Black,2,False,Hyderabad,True,4.1,Wagon,None,440837.55000000005
Toyota,Innova,2018,163939,Diesel,Manual,Grey,2,False,Delhi,True,4.3,Convertible,Comprehensive,1225409.15
Nissan,Kicks,2000,101085,Petrol,Manual,Grey,1,True,Hyderabad,True,2.4,Convertible,None,50000.0
BMW,3 Series,2021,177419,Petrol,Manual,Silver,3,False,Bangalore,True,4.9,Convertible,None,3773387.15
Maruti Suzuki,Dzire,2016,100587,Diesel,Manual,Grey,1,True,Pune,True,1.6,Wagon,Third-Party,184911.95
Mercedes,C-Class,2019,24910,Petrol,Automatic,Black,3,True,Kolkata,True,2.6,SUV,None,4666263.5
Mercedes,C-Class,2019,129295,Petrol,Automatic,Silver,1,True,Kolkata,True,1.5,SUV,None,4680605.75
Ford,EcoSport,2009,153073,Petrol,Manual,Black,3,False,Bangalore,False,4.0,Convertible,Third-Party,50000.0
Audi,Q5,2002,35933,CNG,Automatic,Grey,1,False,Chennai,True,2.9,Convertible,Third-Party,4824610.05
Maruti Suzuki,Dzire,2019,16552,Petrol,Manual,Grey,3,False,Ahmedabad,True,2.7,Convertible,Comprehensive,297517.2
Ford,EcoSport,2002,160365,Petrol,Automatic,Black,3,False,Chennai,False,1.2,Convertible,Comprehensive,50000.0
Audi,A4,2021,91527,Petrol,Automatic,Red,1,True,Hyderabad,True,3.5,Wagon,None,4286270.95
Tata,Altroz,2016,129936,Petrol,Automatic,Grey,1,False,Delhi,False,2.9,SUV,Third-Party,210509.6
Hyundai,Creta,2009,50662,Petrol,Automatic,Grey,2,True,Ahmedabad,False,4.1,Convertible,None,712400.7
Ford,EcoSport,2017,161940,Electric,Automatic,Blue,2,False,Chennai,True,4.3,Convertible,Third-Party,325709.0
Tata,Harrier,2013,157931,Diesel,Manual,Silver,2,True,Kolkata,False,4.3,SUV,Comprehensive,1096310.35
Ford,EcoSport,2009,41111,CNG,Automatic,Black,2,True,Chennai,True,1.3,Sedan,Third-Party,50000.0
Hyundai,Verna,2018,8265,Electric,Manual,White,1,False,Ahmedabad,True,1.5,SUV,Comprehensive,528760.25
Tata,Harrier,2000,75773,Diesel,Automatic,Grey,2,False,Kolkata,True,1.1,Coupe,Comprehensive,388634.05
Toyota,Corolla,2019,169334,Petrol,Automatic,Silver,2,True,Bangalore,False,2.2,Coupe,Comprehensive,944599.9
Honda,Jazz,2018,165833,CNG,Manual,Black,1,False,Chennai,True,1.7,Coupe,Comprehensive,355125.05
BMW,X5,2015,88087,Electric,Manual,Blue,1,True,Kolkata,True,4.2,SUV,Third-Party,7486786.95
BMW,X5,2018,20131,Petrol,Automatic,Black,1,False,Bangalore,False,3.1,SUV,None,7726980.35
Mercedes,S-Class,2022,34341,CNG,Manual,Red,3,False,Delhi,False,1.1,Convertible,None,9894848.85
BMW,X5,2006,10568,Electric,Automatic,Grey,3,True,Ahmedabad,False,3.9,SUV,None,7068414.8
Ford,EcoSport,2006,32938,Electric,Manual,Silver,2,True,Chennai,False,3.5,Convertible,Third-Party,50000.0
Toyota,Corolla,2006,120898,Diesel,Automatic,Red,3,True,Delhi,False,4.1,Coupe,None,301865.3
Tata,Harrier,2019,177594,Electric,Automatic,White,3,False,Kolkata,True,1.8,Wagon,None,1323360.9
Audi,A6,2007,164771,Electric,Automatic,Silver,3,True,Delhi,True,4.6,Coupe,None,4595284.35
Nissan,Kicks,2008,144804,Petrol,Automatic,Silver,3,True,Pune,False,3.7,Coupe,None,348279.4
Nissan,Magnite,2007,91415,Diesel,Automatic,Red,3,False,Ahmedabad,True,3.3,Wagon,None,50000.0
Nissan,Terrano,2007,88126,Petrol,Automatic,Silver,2,False,Ahmedabad,True,4.0,Coupe,Comprehensive,336781.1
Honda,Civic,2001,64844,Diesel,Automatic,Black,3,False,Mumbai,True,2.8,Convertible,Comprehensive,50000.0
Honda,Civic,2020,18131,Electric,Manual,Black,3,False,Kolkata,False,2.6,Hatchback,Third-Party,447280.35
Audi,A4,2006,66960,CNG,Automatic,Red,1,True,Mumbai,True,3.2,SUV,None,3589956.0
Toyota,Innova,2013,6062,CNG,Automatic,Black,1,True,Chennai,True,1.3,Wagon,Comprehensive,999090.7
Honda,Civic,2003,171367,Electric,Automatic,Red,3,True,Ahmedabad,False,4.2,Hatchback,None,50000.0
Ford,Fiesta,2006,91958,Petrol,Manual,White,3,False,Kolkata,True,3.2,Convertible,None,50000.0
Audi,A6,2001,117056,Petrol,Automatic,Blue,2,True,Mumbai,False,3.2,Convertible,None,4352441.6
Tata,Nexon,2008,30916,Diesel,Manual,Grey,1,True,Pune,True,2.2,Convertible,None,50000.0
Maruti Suzuki,Swift,2022,73406,Electric,Automatic,Black,2,True,Pune,True,4.2,SUV,None,408989.1
Hyundai,Verna,2022,89159,CNG,Automatic,Silver,2,False,Bangalore,True,4.2,Hatchback,Third-Party,736626.15
BMW,3 Series,2016,8950,Petrol,Automatic,Red,3,False,Delhi,True,2.5,Wagon,Third-Party,3548657.5
Tata,Altroz,2017,49712,Electric,Manual,Silver,2,False,Delhi,True,2.5,Hatchback,None,192543.2
Tata,Harrier,2008,54365,CNG,Automatic,White,2,True,Delhi,True,4.5,Wagon,None,861845.25
Ford,Fiesta,2020,113639,Diesel,Automatic,Silver,1,False,Hyderabad,True,4.1,SUV,Third-Party,312954.15
Mercedes,C-Class,2022,118379,Diesel,Automatic,Black,3,False,Bangalore,False,4.1,SUV,Third-Party,4882243.15
BMW,X5,2009,8925,Diesel,Automatic,Silver,2,True,Chennai,False,3.1,Coupe,None,7218661.25
Ford,EcoSport,2012,52360,Electric,Manual,Silver,2,True,Kolkata,False,3.3,Sedan,Third-Party,162146.0
Nissan,Magnite,2005,153881,Petrol,Automatic,Red,1,False,Mumbai,True,1.1,Hatchback,None,50000.0
Tata,Harrier,2018,156403,Petrol,Manual,Red,2,True,Delhi,False,1.1,Convertible,Comprehensive,1396539.55
Nissan,Kicks,2011,70626,Electric,Automatic,Silver,3,True,Bangalore,True,2.0,SUV,None,509406.1
Nissan,Kicks,2014,49739,Diesel,Automatic,Red,2,False,Hyderabad,True,2.2,Hatchback,Third-Party,592539.15
Maruti Suzuki,Vitara Brezza,2004,76888,Electric,Manual,Red,1,False,Chennai,True,4.6,SUV,None,50000.0
Toyota,Fortuner,2014,35151,Electric,Automatic,White,2,False,Hyderabad,True,4.8,Coupe,None,2894727.35
BMW,3 Series,2017,84951,CNG,Automatic,Red,2,False,Mumbai,True,3.5,Hatchback,None,3587257.35
Hyundai,Verna,2014,12137,Petrol,Manual,Black,3,False,Ahmedabad,False,2.5,Hatchback,None,348179.45
Maruti Suzuki,Dzire,2000,147754,CNG,Automatic,Black,3,False,Pune,False,3.4,Hatchback,Third-Party,50000.0
BMW,M3,2008,191725,CNG,Manual,Red,1,True,Mumbai,True,4.4,Wagon,Comprehensive,6671241.25
Nissan,Magnite,2010,149942,Electric,Automatic,Black,2,True,Chennai,True,1.3,Coupe,Comprehensive,50000.0
Honda,Jazz,2000,10268,Diesel,Manual,Black,1,True,Ahmedabad,True,3.7,Hatchback,Comprehensive,50000.0
BMW,X5,2024,199999,CNG,Automatic,White,3,False,Mumbai,True,1.1,Convertible,Third-Party,7920000.15
Tata,Harrier,2017,51756,Electric,Manual,Blue,2,False,Kolkata,True,3.8,Coupe,None,1242236.6
Hyundai,Elantra,2021,181363,Diesel,Automatic,Red,1,True,Mumbai,True,2.9,Convertible,Third-Party,1122795.55
BMW,3 Series,2021,190815,Diesel,Manual,Black,3,True,Delhi,True,4.6,Hatchback,Comprehensive,3791377.75
Nissan,Magnite,2000,82742,Diesel,Automatic,White,2,False,Hyderabad,True,4.7,Sedan,Comprehensive,50000.0
Nissan,Terrano,2006,135740,Petrol,Automatic,Blue,2,True,Kolkata,False,2.4,Sedan,Third-Party,349639.0
Toyota,Innova,2001,56238,Electric,Automatic,Red,3,False,Kolkata,True,1.9,Coupe,None,341564.3
Toyota,Corolla,2017,69213,Electric,Automatic,Red,1,False,Mumbai,True,3.6,Coupe,Comprehensive,819618.05
Maruti Suzuki,Vitara Brezza,2000,187120,Electric,Manual,Black,1,False,Hyderabad,False,2.1,Coupe,Comprehensive,50000.0
Maruti Suzuki,Dzire,2009,27833,Petrol,Automatic,Red,1,True,Chennai,True,3.6,Sedan,None,50000.0
Toyota,Corolla,2014,105850,Petrol,Manual,Red,1,True,Ahmedabad,False,2.2,Convertible,None,684122.5
Tata,Altroz,2003,175180,Electric,Automatic,Silver,2,True,Bangalore,True,4.7,Wagon,Comprehensive,50000.0
Tata,Harrier,2002,80750,Petrol,Automatic,Grey,3,False,Bangalore,True,2.4,Hatchback,Third-Party,537887.5
Hyundai,Creta,2009,115296,Diesel,Manual,Blue,1,True,Bangalore,False,1.1,Sedan,None,782705.6
Audi,A4,2016,5752,Petrol,Automatic,Blue,2,True,Bangalore,True,2.4,Convertible,Third-Party,4069137.2
Audi,A4,2024,5402,CNG,Automatic,Blue,1,True,Pune,True,4.4,Coupe,Comprehensive,4449189.7
Tata,Harrier,2023,113470,CNG,Manual,Grey,1,True,Bangalore,True,3.4,Coupe,Third-Party,1632979.5
Toyota,Fortuner,2003,36949,CNG,Manual,Blue,2,True,Bangalore,False,3.0,Sedan,Comprehensive,2464457.65
Nissan,Kicks,2012,58311,Diesel,Automatic,Blue,1,True,Delhi,False,3.4,Convertible,Third-Party,641253.35
Tata,Nexon,2000,133752,Diesel,Manual,Blue,2,False,Chennai,False,3.5,SUV,None,50000.0
BMW,3 Series,2009,112681,Petrol,Automatic,Grey,1,True,Hyderabad,False,2.2,Sedan,Third-Party,3233097.85
Mercedes,S-Class,2001,128988,Electric,Automatic,Grey,3,False,Kolkata,True,5.0,Wagon,Comprehensive,8730651.8
Honda,City,2010,109572,Petrol,Manual,Blue,2,True,Mumbai,False,1.5,Hatchback,Third-Party,303564.2
BMW,3 Series,2000,185071,CNG,Manual,Red,1,False,Ahmedabad,False,2.6,Hatchback,Comprehensive,2752239.35
Honda,City,2004,173679,CNG,Manual,White,3,True,Bangalore,True,2.1,Wagon,Third-Party,50000.0
Nissan,Kicks,2011,58166,Diesel,Manual,Red,1,True,Bangalore,False,2.3,Convertible,Comprehensive,591275.1
Toyota,Corolla,2021,5590,Petrol,Automatic,Grey,2,False,Bangalore,False,2.5,Convertible,Comprehensive,1049161.5
Honda,City,2023,135378,Diesel,Manual,White,3,False,Hyderabad,False,4.8,Wagon,None,879693.3
Toyota,Corolla,2010,87782,Diesel,Manual,Black,1,False,Ahmedabad,False,2.9,Wagon,Third-Party,466832.7
Mercedes,E-Class,2000,15244,Petrol,Manual,Grey,2,False,Kolkata,True,1.7,Coupe,Third-Party,5197713.4
Nissan,Magnite,2016,34487,Electric,Automatic,Black,1,True,Kolkata,True,4.4,Sedan,None,144826.95
Hyundai,Creta,2010,27627,Diesel,Manual,Black,1,False,Delhi,False,4.9,Sedan,Third-Party,825855.95
Mercedes,C-Class,2014,57567,Electric,Automatic,Black,3,True,Bangalore,True,2.8,Sedan,None,4461364.95
Maruti Suzuki,Swift,2006,49250,Electric,Automatic,Blue,2,True,Ahmedabad,False,3.2,Hatchback,Comprehensive,50000.0
Toyota,Innova,2003,6046,Petrol,Automatic,Black,1,False,Mumbai,False,1.1,Wagon,Third-Party,579093.1
Honda,Jazz,2009,82353,Diesel,Manual,Grey,1,False,Kolkata,False,4.6,SUV,Comprehensive,50000.0
Hyundai,Elantra,2021,95268,Petrol,Manual,Black,2,False,Bangalore,True,3.7,Coupe,Comprehensive,1085709.8
Tata,Nexon,2020,57010,Diesel,Manual,Grey,3,False,Kolkata,True,3.0,Coupe,Comprehensive,591448.5
Tata,Harrier,2001,12248,Diesel,Manual,Blue,2,True,Pune,False,3.7,Wagon,None,518162.80000000005
Toyota,Innova,2005,165032,Electric,Manual,Black,2,True,Ahmedabad,True,2.9,Coupe,None,545245.2
Mercedes,E-Class,2006,42544,Electric,Automatic,Red,2,True,Pune,False,1.5,Sedan,Third-Party,5563618.4
Honda,Civic,2013,190334,Petrol,Manual,Red,3,False,Bangalore,False,1.3,Wagon,None,121449.9
Ford,EcoSport,2008,93866,Electric,Manual,Red,3,True,Ahmedabad,True,3.3,SUV,None,50000.0
BMW,3 Series,2015,162655,Diesel,Manual,Red,1,False,Delhi,True,2.7,Convertible,Third-Party,3505601.75
Hyundai,Elantra,2022,105166,CNG,Manual,Red,3,True,Ahmedabad,False,2.6,Wagon,None,1154225.1
Nissan,Terrano,2017,108437,Diesel,Manual,Red,3,False,Bangalore,False,1.8,Hatchback,None,933734.45
Honda,Civic,2011,18054,Petrol,Automatic,White,1,False,Bangalore,True,2.3,SUV,None,50000.0
Nissan,Kicks,2009,102513,Electric,Manual,Black,2,False,Chennai,True,4.7,Wagon,Comprehensive,334623.05
Mercedes,E-Class,2010,178448,CNG,Manual,Grey,1,True,Ahmedabad,False,3.6,Convertible,Comprehensive,5773232.8
Nissan,Kicks,2015,199736,Petrol,Manual,Grey,1,True,Chennai,True,3.5,Convertible,Comprehensive,670039.6
Mercedes,S-Class,2015,174790,Petrol,Manual,Silver,2,False,Pune,True,3.0,Wagon,Third-Party,9423781.5
Ford,Fiesta,2020,36819,Electric,Manual,Grey,1,False,Mumbai,False,4.0,Convertible,Comprehensive,424477.15
Honda,Civic,2022,134006,Electric,Manual,White,1,False,Pune,False,4.7,Sedan,Third-Party,559899.1
BMW,3 Series,2000,26801,CNG,Automatic,Blue,3,False,Delhi,False,2.2,SUV,None,2795979.85
Maruti Suzuki,Dzire,2020,123150,Diesel,Automatic,Grey,3,True,Hyderabad,False,1.6,Hatchback,None,401527.5
Nissan,Kicks,2014,105630,Electric,Manual,Blue,2,False,Bangalore,True,4.8,Coupe,Third-Party,634155.5
Tata,Altroz,2016,184768,Petrol,Automatic,Grey,3,False,Delhi,False,2.7,Convertible,None,172284.8
Toyota,Fortuner,2009,119693,CNG,Automatic,Silver,3,False,Hyderabad,False,2.2,Coupe,Third-Party,2682046.05
Honda,Civic,2009,111148,CNG,Automatic,Silver,3,True,Delhi,True,4.1,Coupe,Comprehensive,50000.0
Audi,Q5,2017,143868,Diesel,Manual,Blue,1,False,Ahmedabad,False,1.9,Wagon,Third-Party,5608419.8
BMW,M3,2014,165099,Diesel,Automatic,Black,1,False,Hyderabad,True,2.0,Convertible,Comprehensive,6905235.15
Nissan,Terrano,2000,175303,CNG,Automatic,Blue,1,False,Kolkata,True,2.2,Sedan,None,50000.0
Nissan,Kicks,2007,74227,Electric,Manual,Black,1,True,Hyderabad,False,3.8,SUV,Third-Party,338865.95
Audi,Q5,2003,184105,CNG,Automatic,White,1,False,Chennai,False,2.2,Wagon,None,4902384.25
Audi,A6,2012,184339,Petrol,Manual,Silver,2,True,Mumbai,False,4.0,Convertible,None,4892349.15
Mercedes,E-Class,2020,158156,CNG,Manual,Red,2,False,Hyderabad,False,4.3,Sedan,Comprehensive,6226276.6
Honda,Civic,2001,148317,Petrol,Manual,Blue,2,True,Mumbai,False,2.8,Wagon,Third-Party,50000.0
Ford,Fiesta,2006,80210,Diesel,Manual,White,2,False,Kolkata,False,2.8,Convertible,None,50000.0
Hyundai,Creta,2012,116402,Petrol,Manual,Grey,2,False,Mumbai,False,1.3,Sedan,Comprehensive,882539.7
Ford,Endeavour,2022,62750,Petrol,Manual,Blue,2,True,Delhi,False,2.2,Convertible,Third-Party,2910587.5
Maruti Suzuki,Vitara Brezza,2014,32239,Electric,Automatic,White,1,False,Kolkata,False,3.4,SUV,None,275164.15
Honda,City,2021,153997,CNG,Manual,Red,2,False,Ahmedabad,False,4.1,Sedan,Comprehensive,776900.45
Ford,EcoSport,2024,6017,Diesel,Manual,Red,3,True,Kolkata,False,2.4,Coupe,Third-Party,769097.45
Toyota,Fortuner,2002,172207,Electric,Automatic,Grey,3,True,Pune,True,1.3,SUV,Comprehensive,2294168.95
Toyota,Fortuner,2022,171735,CNG,Manual,White,1,False,Kolkata,False,4.7,SUV,None,3354239.75
Maruti Suzuki,Vitara Brezza,2021,92788,Diesel,Automatic,White,3,False,Delhi,True,4.8,Hatchback,None,586081.8
Tata,Altroz,2009,178228,Diesel,Automatic,White,3,False,Mumbai,False,1.6,Wagon,Third-Party,50000.0
BMW,3 Series,2005,190624,Diesel,Manual,Black,3,True,Delhi,False,2.2,Hatchback,Comprehensive,3041406.4
Hyundai,Creta,2011,11718,Electric,Automatic,Grey,1,True,Delhi,False,3.8,Convertible,Comprehensive,898242.3
BMW,M3,2006,178543,Electric,Manual,Blue,1,False,Pune,True,1.0,Sedan,None,6503218.55
Ford,EcoSport,2019,101186,CNG,Automatic,Grey,1,True,Kolkata,True,3.2,Coupe,Comprehensive,484822.1
Ford,Fiesta,2017,124928,Diesel,Manual,Blue,2,True,Hyderabad,True,4.0,SUV,Third-Party,151260.8
Toyota,Corolla,2003,114557,CNG,Automatic,Blue,2,False,Bangalore,False,4.9,Convertible,Third-Party,132816.45
Hyundai,Verna,2015,116401,Electric,Automatic,White,2,False,Pune,True,4.9,Convertible,None,332539.85
Nissan,Kicks,2007,124171,Diesel,Automatic,Silver,3,False,Delhi,True,2.5,Hatchback,Third-Party,281374.35
Audi,A6,2020,199902,Petrol,Automatic,White,1,False,Kolkata,True,3.0,Convertible,Third-Party,5200014.7
Tata,Nexon,2001,64533,Electric,Manual,Blue,1,False,Delhi,True,2.8,SUV,None,50000.0
Nissan,Terrano,2016,80812,Diesel,Automatic,Red,3,True,Mumbai,True,1.7,Convertible,Third-Party,857878.2
Toyota,Innova,2001,121836,CNG,Automatic,Black,2,False,Bangalore,False,4.1,Hatchback,Comprehensive,431724.6
Nissan,Terrano,2012,115743,Electric,Manual,White,2,True,Chennai,True,2.3,Convertible,Third-Party,602638.55
Ford,EcoSport,2022,57276,Electric,Automatic,Silver,2,False,Kolkata,True,4.7,SUV,Comprehensive,591408.6
Hyundai,Verna,2019,117841,CNG,Automatic,Blue,3,False,Chennai,False,2.1,Convertible,None,582323.85
Toyota,Corolla,2023,129081,Electric,Manual,Black,1,True,Kolkata,True,2.3,Convertible,Third-Party,1080637.85
Nissan,Terrano,2022,153905,Electric,Manual,White,1,True,Bangalore,True,2.3,Convertible,None,1176914.25
Nissan,Magnite,2018,92646,Petrol,Automatic,Black,2,True,Kolkata,True,4.1,Hatchback,Comprehensive,206103.09999999998
Tata,Harrier,2013,90109,Electric,Automatic,White,2,True,Chennai,False,1.4,Hatchback,None,1106483.65
Toyota,Innova,2000,149067,CNG,Manual,White,3,True,Pune,True,4.1,Coupe,Third-Party,297639.95
Tata,Harrier,2015,119809,Petrol,Manual,White,3,True,Bangalore,True,1.8,Hatchback,None,1202028.65
Maruti Suzuki,Swift,2000,193965,CNG,Automatic,Red,1,False,Pune,False,4.1,Hatchback,Comprehensive,50000.0
Tata,Nexon,2007,158496,CNG,Manual,White,3,False,Pune,False,2.9,Coupe,Comprehensive,50000.0
Tata,Altroz,2004,193673,Diesel,Automatic,Blue,2,True,Mumbai,False,1.0,Hatchback,Comprehensive,50000.0
Toyota,Fortuner,2014,67798,Petrol,Manual,White,2,True,Pune,False,3.4,Coupe,Third-Party,2959830.3
Honda,Civic,2021,94120,CNG,Automatic,Red,1,False,Kolkata,True,4.4,Wagon,Third-Party,465882.0
Mercedes,C-Class,2022,97611,Electric,Automatic,Red,2,False,Mumbai,False,1.5,Sedan,Third-Party,4885358.35
Ford,Fiesta,2009,85248,Diesel,Automatic,White,1,True,Bangalore,True,3.4,Coupe,Third-Party,50000.0
Audi,A6,2018,105670,Electric,Manual,White,3,False,Pune,True,2.2,Sedan,None,5084149.5
Ford,Fiesta,2011,48432,Petrol,Automatic,Red,1,False,Kolkata,False,3.3,SUV,None,50000.0
Ford,Fiesta,2009,55529,Diesel,Manual,Black,1,True,Pune,False,4.7,SUV,Third-Party,50000.0
Tata,Altroz,2014,127582,Diesel,Manual,Blue,2,True,Bangalore,True,4.7,Sedan,None,50862.7
Toyota,Corolla,2015,165258,CNG,Manual,White,3,True,Kolkata,False,3.6,Hatchback,Third-Party,695211.3
Toyota,Corolla,2005,153050,Petrol,Automatic,Silver,2,False,Ahmedabad,True,1.4,SUV,Third-Party,127042.5
Honda,City,2024,192466,CNG,Automatic,Silver,3,False,Hyderabad,False,4.8,Wagon,None,921130.1
Ford,Fiesta,2006,184692,Petrol,Manual,Silver,3,False,Hyderabad,True,1.3,Coupe,Comprehensive,50000.0
Maruti Suzuki,Dzire,2016,146791,CNG,Automatic,Grey,1,True,Delhi,True,3.9,Sedan,Third-Party,227981.35
Honda,Civic,2008,7190,Petrol,Manual,Silver,1,True,Hyderabad,True,1.1,Sedan,None,50000.0
Tata,Nexon,2005,142086,Petrol,Manual,White,1,False,Kolkata,True,1.6,Hatchback,None,50000.0
Toyota,Corolla,2012,166373,Diesel,Manual,Red,1,False,Chennai,False,3.8,Coupe,Comprehensive,555044.05
Hyundai,Verna,2015,18848,Electric,Automatic,Grey,2,False,Kolkata,True,1.2,Wagon,Third-Party,347172.8
Toyota,Corolla,2016,75059,Diesel,Automatic,Grey,2,True,Kolkata,False,2.6,Convertible,Third-Party,758741.15
Tata,Altroz,2010,108438,CNG,Automatic,Black,1,True,Ahmedabad,True,4.3,SUV,Third-Party,50000.0
Nissan,Terrano,2001,106359,Petrol,Automatic,Black,3,False,Mumbai,False,2.8,Coupe,Comprehensive,134046.15
Mercedes,E-Class,2006,28730,Petrol,Automatic,Silver,3,False,Mumbai,True,1.1,Coupe,Third-Party,5545690.5
Audi,A4,2003,62234,CNG,Automatic,Silver,3,True,Chennai,False,3.9,Coupe,Third-Party,3410664.9
Toyota,Fortuner,2017,77909,CNG,Automatic,Black,3,True,Bangalore,False,4.2,Convertible,Comprehensive,3158313.65
Hyundai,Verna,2023,60411,Diesel,Automatic,Silver,3,True,Kolkata,True,2.2,Sedan,None,760938.35
Ford,Fiesta,2017,163948,Diesel,Automatic,Blue,3,False,Bangalore,False,2.8,Wagon,Comprehensive,225407.8
Tata,Nexon,2019,36944,Diesel,Manual,Blue,1,False,Hyderabad,False,3.1,Sedan,Third-Party,624458.4
